City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Yorii,JP,36.1167,139.2,38.41,59,2,2.46,clear sky
461,Guerrero Negro,MX,27.9769,-114.0611,65.98,30,0,3.94,clear sky
462,Kawalu,ID,-7.3817,108.2082,74.26,92,98,1.88,heavy intensity rain
463,Tupik,RU,54.4253,119.9327,-21.26,98,75,1.79,broken clouds
464,Lima,PE,-12.0432,-77.0282,76.39,78,0,3.44,clear sky
465,Rudbar,AF,30.15,62.6,63.86,15,0,6.51,clear sky
466,Coruripe,BR,-10.1256,-36.1756,88.88,50,70,14.85,broken clouds
467,Sovetskiy,RU,61.3614,63.5842,4.57,84,100,13.06,overcast clouds
468,Banda Aceh,ID,5.5577,95.3222,78.53,81,100,7.92,overcast clouds
469,Warrington,GB,53.3925,-2.5802,46.45,76,40,10.36,scattered clouds
470,Bonoua,CI,5.2741,-3.595,87.42,61,15,10.63,few clouds
471,Ambon,ID,-3.6954,128.1814,77.43,87,99,2.19,overcast clouds
472,Mandalgovi,MN,45.7625,106.2708,-2.29,59,100,7.34,overcast clouds
473,Buraydah,SA,26.326,43.975,66.65,28,0,12.1,clear sky
474,Fuyu,CN,45.1833,124.8167,-3.66,100,40,5.91,scattered clouds
475,Quatre Cocos,MU,-20.2078,57.7625,80.71,77,80,4.92,broken clouds
476,Miles City,US,46.4083,-105.8406,32.5,69,100,24.16,overcast clouds
477,Thunder Bay,CA,48.4001,-89.3168,11.55,71,75,19.57,broken clouds
478,Ucluelet,CA,48.9329,-125.5528,39.51,93,41,4.52,scattered clouds
479,Lake Charles,US,30.2131,-93.2044,64.38,95,0,4.61,clear sky
480,Marang,MY,5.2056,103.2059,80.51,86,100,1.72,heavy intensity rain
481,Xichang,CN,27.8964,102.2634,44.82,81,40,1.01,scattered clouds
482,Saurimo,AO,-9.6608,20.3916,89.92,37,40,0.0,scattered clouds
483,Bubaque,GW,11.2833,-15.8333,80.28,58,20,11.68,few clouds
484,Leh,IN,34.1667,77.5833,-9.08,67,5,4.03,clear sky
485,Omsukchan,RU,62.5333,155.8,-27.36,75,65,3.58,broken clouds
486,Vengerovo,RU,55.6848,76.7471,-11.74,100,5,7.05,clear sky
487,Cabedelo,BR,-6.9811,-34.8339,90.27,61,39,11.92,scattered clouds
488,Dunmore Town,BS,25.5,-76.65,75.29,73,72,14.14,broken clouds
489,Seymchan,RU,62.8833,152.4333,-41.17,100,100,0.6,overcast clouds
490,Mishkino,RU,55.3389,63.9175,12.24,94,100,16.69,light snow
491,Pocatello,US,42.8713,-112.4455,35.47,89,100,5.75,fog
492,Reporoa,NZ,-38.4333,176.35,72.41,99,100,3.2,overcast clouds
493,Emba,KZ,48.8264,58.1442,15.04,97,93,9.28,overcast clouds
494,Mitsamiouli,KM,-11.3847,43.2844,80.89,78,40,0.0,scattered clouds
495,Saco,US,43.5009,-70.4428,45.03,63,20,8.05,few clouds
496,Oranjemund,NA,-28.55,16.4333,70.03,63,15,18.77,few clouds
497,Ozinki,RU,51.1786,49.6769,28.08,90,94,9.75,overcast clouds
498,Lufilufi,WS,-13.8745,-171.5986,71.38,78,60,12.3,light rain
499,Motygino,RU,58.1831,94.7592,-15.11,98,56,4.07,broken clouds
500,Chokurdakh,RU,70.6333,147.9167,-7.62,97,100,12.12,overcast clouds
501,Kununurra,AU,-15.7667,128.7333,80.58,83,75,1.14,broken clouds
502,Goundam,ML,16.4145,-3.6708,85.46,8,1,12.41,clear sky
503,Stephenville,US,32.2207,-98.2023,60.89,48,0,11.01,clear sky
504,Alghero,IT,40.5589,8.3181,57.99,67,0,8.05,clear sky
505,Ponta Delgada,PT,37.7333,-25.6667,61.52,67,20,5.75,few clouds
506,Bembereke,BJ,10.2283,2.6634,95.31,6,4,5.39,clear sky
507,Tres Arroyos,AR,-38.3739,-60.2798,67.12,38,100,16.35,overcast clouds
508,Yaan,NG,7.3833,8.5667,98.8,6,12,6.62,few clouds
509,Vilani,LV,56.5525,26.9245,33.4,81,95,10.85,overcast clouds
510,Voyvozh,RU,62.892,54.9635,14.88,92,100,10.47,light snow
511,Najran,SA,17.4924,44.1277,81.25,16,10,9.22,clear sky
512,Shestakovo,RU,56.4915,103.96,-22.95,100,23,1.03,few clouds
513,Flinders,AU,-34.5833,150.8552,71.2,85,68,8.99,broken clouds
514,Nago,JP,26.5881,127.9761,66.27,70,92,9.26,overcast clouds
515,Havre-Saint-Pierre,CA,50.2334,-63.5986,25.16,74,75,24.16,haze
516,Henties Bay,NA,-22.116,14.2845,74.86,83,100,7.76,overcast clouds
517,Khor,RU,47.8861,134.9464,7.29,95,100,7.07,overcast clouds
518,Severomuysk,RU,56.1481,113.4267,-31.85,95,24,2.73,few clouds
519,Severnyy-Kospashskiy,RU,59.0925,57.8008,10.6,68,100,10.94,light snow
520,Pedasi,PA,7.5333,-80.0333,82.02,69,96,18.12,overcast clouds
521,Lodja,CD,-3.4833,23.4333,83.82,58,66,1.77,broken clouds
522,Kattivakkam,IN,13.2167,80.3167,81.07,72,35,11.27,scattered clouds
523,Santa Barbara,US,34.7333,-120.0343,67.82,24,0,4.52,clear sky
524,Aanekoski,FI,62.6946,25.818,24.87,88,79,9.44,broken clouds
525,Parrita,CR,9.5201,-84.3225,87.98,56,48,5.17,scattered clouds
526,Pacific Grove,US,36.6177,-121.9166,63.28,52,0,4.61,clear sky
527,Tsiroanomandidy,MG,-18.7667,46.0333,72.18,87,39,1.63,moderate rain
528,Biak,ID,-0.9131,122.8766,76.55,82,96,3.83,overcast clouds
529,Waingapu,ID,-9.6567,120.2641,78.3,83,100,4.21,overcast clouds
530,Thinadhoo,MV,0.5333,72.9333,82.06,70,100,5.84,light rain
531,Bontang,ID,0.1333,117.5,75.72,89,100,2.82,overcast clouds
532,Mount Hagen,PG,-5.8581,144.2274,56.41,90,100,2.21,overcast clouds
533,Dalvik,IS,65.9702,-18.5286,26.53,87,100,2.82,overcast clouds
534,Obera,AR,-27.4871,-55.1199,95.88,26,37,4.9,scattered clouds
535,Gigmoto,PH,13.7796,124.39,77.68,89,98,13.02,overcast clouds
536,Baruun-Urt,MN,46.6806,113.2792,-4.77,98,95,6.38,overcast clouds
537,Show Low,US,34.2542,-110.0298,45.28,48,0,0.0,clear sky
538,Bondo,CD,3.8146,23.6866,88.05,23,99,0.87,overcast clouds
539,Asau,RO,46.4333,26.4,50.92,87,5,5.7,clear sky
540,Morehead,US,37.2711,-87.1764,54.14,49,0,16.11,clear sky
541,Paamiut,GL,61.994,-49.6678,29.16,89,100,18.3,light snow
542,Saint-Augustin,CA,51.226,-58.6502,33.8,92,100,14.97,overcast clouds
543,Bonavista,CA,48.6499,-53.1147,39.11,81,100,14.16,overcast clouds
544,Teya,RU,60.3778,92.6267,-16.91,100,24,1.88,few clouds
545,Horsham,GB,51.064,-0.3272,48.11,53,40,5.75,scattered clouds
546,Isakly,RU,54.1333,51.5333,21.13,97,93,5.12,overcast clouds
547,Palembang,ID,-2.9167,104.7458,78.89,94,40,0.0,scattered clouds
548,Qiongshan,CN,20.0058,110.3542,69.78,94,75,4.47,broken clouds
549,Hurricane,US,37.1753,-113.2899,48.6,42,1,5.3,clear sky
550,Sehithwa,BW,-20.4667,22.7167,87.42,37,70,7.61,broken clouds
551,Muros,ES,42.7762,-9.0603,61.99,71,90,4.68,overcast clouds
552,Katherine,AU,-14.4667,132.2667,84.52,74,75,0.0,broken clouds
553,Agadez,NE,19.75,10.25,70.74,15,0,4.74,clear sky
554,Langenburg,DE,49.2544,9.8458,40.93,81,40,12.66,scattered clouds
555,Biu,NG,10.6129,12.1946,84.72,9,12,9.6,few clouds
556,Pontianak,ID,-0.0333,109.3333,78.78,94,20,2.3,few clouds
557,Adrar,MR,20.5022,-10.0711,76.93,11,5,19.8,clear sky
558,Le Vauclin,MQ,14.5452,-60.8388,84.25,54,20,23.02,few clouds
559,Aksu,CN,41.1231,80.2644,28.11,45,2,2.26,clear sky
560,Albina,SR,5.5,-54.05,80.35,81,88,5.48,overcast clouds
561,Nome,US,64.5011,-165.4064,-5.73,54,0,12.66,clear sky
562,Nishihara,JP,26.1842,127.7558,65.48,72,100,11.5,overcast clouds
563,Kupino,RU,54.3663,77.2981,-15.77,100,17,6.33,few clouds
564,Edson,CA,53.5835,-116.4356,21.34,58,0,6.91,clear sky
565,Mahanoro,MG,-19.9,48.8,77.29,81,64,4.83,broken clouds
566,Imeni Poliny Osipenko,RU,52.4201,136.4853,2.93,98,100,4.23,overcast clouds
567,Adre,TD,13.4667,22.2,80.69,11,0,8.72,clear sky
568,Cap Malheureux,MU,-19.9842,57.6142,81.09,76,91,3.78,overcast clouds
569,Bandarbeyla,SO,9.4942,50.8122,75.34,64,21,18.5,few clouds
570,Vilhena,BR,-12.7406,-60.1458,82.62,65,40,10.36,scattered clouds
571,Saint-Paul,RE,-21.0096,55.2707,80.71,80,56,5.75,broken clouds
572,Tarimbaro,MX,19.7833,-101.1333,62.24,58,0,0.0,clear sky
573,Anloga,GH,5.7947,0.8973,89.82,76,12,16.15,few clouds
574,Tomatlan,MX,19.9333,-105.25,78.42,29,0,1.66,clear sky
575,Berlevag,NO,70.8578,29.0864,33.75,80,75,33.38,light snow
576,Ardakan,IR,32.31,54.0175,62.98,22,3,8.88,clear sky
577,Rocha,UY,-34.4833,-54.3333,86.81,42,1,4.56,clear sky
578,Vikulovo,RU,56.8167,70.6107,-4.77,92,6,10.98,clear sky
579,Gat,IL,31.61,34.7642,56.08,100,7,7.56,clear sky
580,College,US,64.8569,-147.8028,-5.1,76,100,9.22,overcast clouds
581,Dongsheng,CN,39.8161,109.9776,24.53,74,45,9.89,scattered clouds
582,Matara,LK,5.9485,80.5353,76.35,92,100,7.25,overcast clouds
583,Nenjiang,CN,49.1833,125.2167,3.9,95,100,6.89,overcast clouds
584,Kavos,GR,38.8268,22.8322,56.19,73,0,1.59,clear sky
585,Peoria,US,40.7667,-89.7668,41.52,77,100,10.36,overcast clouds
586,Pontes E Lacerda,BR,-15.2261,-59.3353,83.57,74,91,6.04,overcast clouds
587,Sao Sebastiao,BR,-23.76,-45.4097,78.76,73,74,4.97,broken clouds
588,Massakory,TD,12.996,15.7293,86.36,9,0,10.33,clear sky
589,Banjar,ID,-8.19,114.9675,76.91,93,100,4.18,overcast clouds
590,Itoman,JP,26.1247,127.6694,66.22,72,85,5.75,overcast clouds
591,Dauriya,RU,49.9333,116.8667,-17.25,100,86,1.41,overcast clouds
592,Avera,US,33.194,-82.5271,64.71,48,79,7.34,broken clouds
593,Dalbandin,PK,28.8947,64.4101,62.37,13,0,5.82,clear sky
594,Yerbogachen,RU,61.2767,108.0108,-11.58,97,97,3.38,overcast clouds
595,Namatanai,PG,-3.6667,152.4333,78.17,82,100,2.82,light rain
596,Andros Town,BS,24.7,-77.7667,76.96,73,100,11.54,overcast clouds
597,Kuruman,ZA,-27.4524,23.4325,85.35,29,45,3.27,scattered clouds
598,Zatoka,UA,46.0725,30.4654,46.94,78,1,4.72,clear sky
599,Tocopilla,CL,-22.092,-70.1979,72.88,63,2,5.64,clear sky
600,Ust-Barguzin,RU,53.45,108.9833,-21.19,96,53,3.49,broken clouds
601,Gamba,GA,-2.65,10.0,82.18,71,97,8.43,overcast clouds
602,Hualmay,PE,-11.0964,-77.6139,74.61,70,71,10.31,broken clouds
603,Capao Da Canoa,BR,-29.7456,-50.0097,77.85,73,0,14.92,clear sky
604,Samarkand,UZ,39.6542,66.9597,51.22,46,40,11.5,scattered clouds
605,Birao,CF,10.2849,22.7882,89.96,10,4,9.04,clear sky
606,Axim,GH,4.8699,-2.2405,84.43,68,39,11.81,scattered clouds
607,Kingaroy,AU,-26.5333,151.8333,64.44,72,0,8.05,clear sky
608,Tankhoy,RU,51.5528,105.1306,-6.38,95,45,4.83,scattered clouds
609,Lavumisa,SZ,-27.31,31.892,96.12,55,25,8.25,scattered clouds
610,Bose,IT,45.4612,8.0137,55.94,61,18,3.62,few clouds
611,Galle,LK,6.0367,80.217,76.53,91,100,5.68,overcast clouds
612,Hirara,JP,24.8,125.2833,67.66,76,97,15.99,overcast clouds
613,Nuevo Progreso,MX,23.1667,-97.95,64.6,83,97,1.99,overcast clouds
614,Okhotsk,RU,59.3833,143.3,-9.0,90,100,8.37,overcast clouds
615,Chandbali,IN,20.7833,86.7667,69.08,73,36,4.7,scattered clouds
616,Puerto Leguizamo,CO,-0.1934,-74.7819,88.79,50,100,4.79,overcast clouds
617,Gainesville,US,29.6516,-82.3248,66.07,51,0,3.44,clear sky
618,Novoagansk,RU,61.9449,76.6625,-9.22,96,10,6.53,clear sky
619,Katete,UG,-0.7818,29.7544,74.75,44,74,0.02,broken clouds
620,Iralaya,HN,15.0,-83.2333,80.69,78,11,8.01,few clouds
621,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,88.57,58,100,3.87,overcast clouds
622,Diego De Almagro,CL,-26.3667,-70.05,76.89,26,0,8.79,clear sky
623,Watertown,US,42.3709,-71.1828,50.14,47,0,10.0,clear sky
624,Port Hedland,AU,-20.3167,118.5667,86.05,79,2,5.75,clear sky
625,Horodnytsya,UA,50.807,27.3168,36.52,84,100,2.73,overcast clouds
626,Holbeach,GB,52.804,0.0144,46.09,70,75,5.01,broken clouds
627,Tautira,PF,-17.7333,-149.15,77.02,70,53,16.28,broken clouds
628,Saquarema,BR,-22.92,-42.5103,78.82,82,92,9.1,overcast clouds
629,Dingle,PH,10.9995,122.6711,75.34,89,100,7.63,overcast clouds
630,Teluknaga,ID,-6.0989,106.6381,81.18,83,20,9.22,light rain
631,Kupang,ID,-10.1667,123.5833,77.49,87,100,2.46,overcast clouds
632,Bireun,ID,5.203,96.7009,77.0,83,83,4.34,broken clouds
633,Magway,MM,20.15,94.9167,71.69,43,16,7.29,few clouds
634,Buckeye,US,33.3703,-112.5838,65.19,30,0,4.61,clear sky
635,Coolum Beach,AU,-26.5333,153.1,72.1,71,5,14.97,clear sky
636,Barcelos,PT,41.5388,-8.6151,64.85,67,94,6.31,overcast clouds
637,Porto Walter,BR,-8.2686,-72.7439,86.95,57,100,2.57,overcast clouds
638,Izumo,JP,35.3667,132.7667,33.75,76,45,3.22,scattered clouds
639,Bure,ET,10.7,37.0667,67.35,48,89,4.56,overcast clouds
640,Verkhnetulomskiy,RU,68.6073,31.7962,23.13,96,94,5.39,light snow
641,Lgov,RU,51.6307,35.2775,33.94,90,100,10.67,overcast clouds
642,Valparaiso,CL,-33.0393,-71.6273,71.83,61,0,12.66,clear sky
643,Redlands,US,34.0556,-117.1825,70.99,29,0,1.01,clear sky
644,Yarada,IN,17.65,83.2667,77.32,83,40,4.61,mist
645,Inuvik,CA,68.3499,-133.7218,-17.39,72,20,2.3,few clouds
646,Katakwi,UG,1.8911,33.9661,88.0,19,98,10.67,overcast clouds
647,Lanzhou,CN,36.0564,103.7922,31.28,78,100,8.72,overcast clouds
648,Hervey Bay,AU,-25.2986,152.8535,70.03,64,0,20.92,clear sky
649,Darlowo,PL,54.421,16.4107,39.94,96,80,20.58,light rain
650,Kasama,ZM,-10.2129,31.1808,65.34,89,97,2.04,light rain
651,Hobyo,SO,5.3505,48.5268,77.11,65,1,20.04,clear sky
652,Batagay,RU,67.6333,134.6333,-30.5,98,97,2.08,overcast clouds
653,Vila Velha,BR,-20.3297,-40.2925,78.94,84,75,11.5,broken clouds
654,Cusset,FR,46.13,3.4596,46.62,61,23,6.06,few clouds
655,Kisangani,CD,0.5167,25.2,89.96,51,20,6.91,few clouds
656,Beloha,MG,-25.1667,45.05,76.28,82,56,12.93,broken clouds
657,Vila Do Maio,CV,15.1333,-23.2167,84.99,74,72,16.06,broken clouds
658,North Bend,US,43.4065,-124.2243,47.91,83,0,7.27,clear sky
659,Poggibonsi,IT,43.4724,11.1456,57.94,58,28,5.01,scattered clouds
660,Caucaia,BR,-3.7361,-38.6531,85.95,70,75,9.22,broken clouds
661,Turbat,PK,26.0023,63.044,71.62,30,0,6.89,clear sky
662,Jaumave,MX,23.4167,-99.3833,58.95,66,38,2.66,scattered clouds
663,Brae,GB,60.3964,-1.353,40.91,69,100,15.93,overcast clouds
664,Cairns,AU,-16.9167,145.7667,76.06,92,40,0.0,scattered clouds
665,Omboue,GA,-1.5746,9.2618,81.73,75,86,9.62,light rain
666,Deputatskiy,RU,69.3,139.9,-15.43,96,96,5.35,overcast clouds
667,Chegdomyn,RU,51.1167,133.0167,0.41,98,100,1.07,overcast clouds
668,Richards Bay,ZA,-28.783,32.0377,79.9,74,1,11.34,clear sky
669,Tecoanapa,MX,16.5167,-98.75,80.2,48,63,1.66,broken clouds
670,Nioro,GM,13.35,-15.75,98.82,5,36,14.74,scattered clouds
671,Baghdad,IQ,33.3406,44.4009,64.31,34,40,6.91,scattered clouds
672,Lovington,US,32.944,-103.3485,54.18,27,0,11.01,clear sky
673,Boa Vista,BR,2.8197,-60.6733,89.58,43,20,14.97,few clouds
674,Vao,NC,-22.6667,167.4833,80.55,85,100,22.46,overcast clouds
675,Morant Bay,JM,17.8815,-76.4093,82.65,73,14,10.04,few clouds
676,Williston,US,48.147,-103.618,9.01,75,100,5.01,overcast clouds
677,Kedougou,SN,12.5579,-12.1743,99.18,8,0,6.91,clear sky
678,Ishigaki,JP,24.3448,124.1572,69.31,79,100,19.13,overcast clouds
679,San Andres,CO,12.5847,-81.7006,82.42,78,20,10.36,few clouds
680,Mesetas,CO,3.3846,-74.0442,78.22,67,97,3.6,overcast clouds
681,Chatellerault,FR,46.8,0.5333,49.55,53,5,9.31,clear sky
682,Tromso,NO,69.6496,18.957,26.62,93,75,10.36,light shower snow
683,Akhmeta,GE,42.0311,45.2075,39.72,84,51,2.08,broken clouds
684,Hwange,ZW,-18.3693,26.5019,77.83,69,90,5.44,light rain
685,Egvekinot,RU,66.3167,-179.1667,-22.67,88,10,7.76,clear sky
686,Verkhovazhye,RU,60.7472,42.0465,27.55,97,95,6.58,light snow
687,Yei,SS,4.095,30.6779,90.23,20,64,7.38,broken clouds
688,Rottingdean,GB,50.8098,-0.0594,47.01,75,20,6.91,few clouds
689,Erdemli,TR,36.605,34.3084,53.24,62,0,1.21,clear sky
690,Dubbo,AU,-32.25,148.6167,64.53,82,11,8.05,few clouds
